project,unit,type,parent,countries,status,start_year,capacity,geom,route,url
Baku-Tbilisi-Ceyhan Pipeline,,oil_pipelines,BP [30.10%]; SOCAR [25.00%]; Chevron [8.90%]; Equinor [8.71%]; Other [7.36%]; TPAO [6.53%]; Eni S.p.A. [5.00%]; TotalEnergies SE [5.00%]; ITOCHU Corporation [3.40%],"Azerbaijan, Georgia, Türkiye",operating,2006,1200000,line,"40.16285,49.20759:40.10381,49.13552:40.07034,48.96049:40.08609,48.87813:40.17072,48.72369:40.2238,48.61559:40.26898,48.49204:40.28666,48.299:40.32592,48.17288:40.34554,48.12397:40.36711,48.07507:40.37888,47.9927:40.422,47.93608:40.44355,47.87173:40.48859,47.69928:40.48663,47.59632:40.47097,47.55771:40.50816,47.49594:40.51574,47.47631:40.51672,47.45315:40.53531,47.43255:40.56953,47.42998:40.57735,47.42483:40.61058,47.28713:40.62035,47.26654:40.61839,47.25367:40.59885,47.22664:40.59104,47.21763:40.59885,47.18288:40.62133,47.15328:40.63305,47.11982:40.63988,47.05548:40.62523,47.02588:40.62816,46.97569:40.64769,46.91134:40.65258,46.8856:40.65843,46.84956:40.65355,46.79937:40.64184,46.73631:40.63695,46.71829:40.63695,46.69255:40.66136,46.64622:40.68381,46.64622:40.6965,46.65009:40.74039,46.62563:40.76282,46.59475:40.76574,46.58445:40.80082,46.57158:40.82128,46.53683:40.83296,46.48149:40.8427,46.4416:40.84367,46.39656:40.84854,46.37082:40.86217,46.34636:40.86411,46.31033:40.85243,46.28588:40.83394,46.25113:40.8427,46.21252:40.8573,46.1945:40.88163,46.08769:40.88163,46.07482:40.89233,46.05036:40.89914,46.02463:40.95165,45.91137:40.96137,45.88306:40.97789,45.85861:41.00412,45.78396:41.03131,45.7312:41.0381,45.71447:41.07013,45.68616:41.08177,45.64626:41.07886,45.60379:41.11668,45.54073:41.16417,45.49569:41.22615,45.45064:41.23099,45.43134:41.25422,45.43005:41.2871,45.376:41.30161,45.32581:41.30741,45.29878:41.32191,45.26661:41.33157,45.26532:41.36539,45.20355:41.45419,45.11603:41.46576,45.11089:41.52206,45.04525:41.56455,44.98038:41.53723,44.88711:41.50384,44.83035:41.46739,44.78169:41.45523,44.69654:41.45523,44.583:41.4765,44.48569:41.51599,44.43297:41.58578,44.3681:41.62216,44.27483:41.63126,44.16535:41.62823,44.06804:41.6161,43.95856:41.60397,43.89368:41.64035,43.81258:41.67064,43.74365:41.65853,43.68688:41.64035,43.63823:41.61913,43.56524:41.65247,43.48009:41.68881,43.4071:41.70092,43.30573:41.67973,43.20436:41.65853,43.11515:41.62823,43.00567:41.60094,42.93268:41.55544,42.86375:41.50991,42.79482:41.41267,42.78671:41.34003,42.78164:41.27607,42.76035:41.2372,42.74515:41.2372,42.72386:41.20891,42.67384:41.10293,42.70601:41.03015,42.7784:40.9573,42.85079:40.8357,42.89503:40.74131,42.83873:40.67424,42.77438:40.60099,42.73416:40.53989,42.60145:40.42977,42.40036:40.35013,42.3159:40.26426,42.28775:40.12294,42.13895:40.0337,41.99819:40.0029,41.97405:39.94743,41.75286:39.93201,41.66036:39.94743,41.51558:39.96592,41.27427:39.97209,41.03699:39.95668,40.91232:39.86104,40.79971:39.84561,40.69916:39.85178,40.62275:39.78382,40.52221:39.79,40.36938:39.82708,40.18438:39.85487,39.94308:39.88574,39.79025:39.88265,39.72993:39.91967,39.65351:39.90733,39.54895:39.89499,39.44036:39.91967,39.21917:39.88574,39.05025:39.89191,38.89743:39.83634,38.6883:39.86722,38.48721:39.85487,38.34645:39.88265,38.14536:39.88265,37.99254:39.86722,37.85982:39.8209,37.63058:39.76528,37.4858:39.70033,37.34102:39.66319,37.23243:39.57334,37.19221:39.50511,37.05949:39.42128,36.97102:39.32801,36.88254:39.25331,36.86645:39.17541,36.82623:39.10679,36.68547:38.97559,36.5608:38.93806,36.53667:38.82536,36.52058:38.71561,36.54873:38.61984,36.56281:38.54596,36.53667:38.45941,36.4502:38.30967,36.42808:38.2481,36.44417:38.17226,36.46428:38.02351,36.47835:37.90461,36.46629:37.84906,36.40998:37.82365,36.40998:37.74259,36.35167:37.60412,36.34162:37.56747,36.35569:37.51326,36.35167:37.45262,36.34162:37.41111,36.23303:37.32321,36.1546:37.25282,36.10031:37.17755,36.04803:37.07173,35.97162:37.01716,35.91732:36.93845,35.89721:36.87574,35.90124",https://www.gem.wiki/Baku_Tbilisi_Ceyhan_Pipeline
Baltic Pipeline System 1,Kirishi-Primorsk oil pipeline,oil_pipelines,Transneft [100.00%],Russia,operating,2001,,line,"59.53082,32.03939:59.48968,31.78779:59.59341,31.49694:59.6022,31.38369:59.64938,31.22411:59.66531,31.14174:59.75359,30.89979:59.78437,30.894:59.81932,30.8644:59.86006,30.91652:59.86717,30.91717:59.91688,30.84188:59.92107,30.7859:59.95008,30.77303:59.97392,30.70997:59.97102,30.62631:60.10407,30.42426:60.13292,30.35219:60.22572,30.19261:60.22971,29.99056:60.28398,29.83484:60.31332,29.65402:60.33243,29.2615:60.31778,29.16112:60.33116,29.04658:60.32479,28.96035:60.38526,28.78018:60.37954,28.74157:60.34071,28.71197",https://www.gem.wiki/Baltic_Pipeline_System_1
Baltic Pipeline System 1,Palkino-Primorsk oil pipeline,oil_pipelines,Transneft [100.00%],Russia,operating,2003,,line,"57.736119,38.39315:57.97175,37.89697:57.9854,37.81782:58.00245,37.69685:58.05935,37.54692:58.09542,37.40535:58.12125,37.26121:58.17423,37.05015:58.22103,36.95749:58.22916,36.91116:58.29347,36.80434:58.32052,36.71039:58.37994,36.57269:58.38399,36.55853:58.4022,36.52893:58.4076,36.46201:58.46688,36.39638:58.47293,36.32946:58.48101,36.25224:58.49513,36.19175:58.54285,36.12097:58.54352,36.06563:58.56165,36.03217:58.55964,36.00386:58.59989,35.86358:58.60995,35.84813:58.61062,35.8121:58.62804,35.77735:58.62704,35.68019:58.68361,35.54506:58.68595,35.52511:58.75611,35.29281:58.75811,35.22396:58.76245,35.19887:58.76445,35.0721:58.77079,35.00711:58.78213,34.97494:58.78313,34.88871:58.8511,34.70789:58.85243,34.66864:58.86907,34.63968:58.8704,34.5245:58.87971,34.48847:58.89767,34.46273:58.90232,34.36363:58.92956,34.31923:58.94019,34.17574:58.94815,34.14485:58.96839,34.12683:58.96972,33.95502:58.99061,33.89003:58.99326,33.79287:59.03302,33.61398:59.09884,33.44346:59.11008,33.40356:59.13815,33.35144:59.1398,33.31991:59.15366,33.28581:59.15432,33.21889:59.16223,33.17899:59.16223,33.09534:59.18466,32.96536:59.18795,32.94476:59.21497,32.88943:59.22287,32.83795:59.29326,32.66035:59.29721,32.6256:59.30575,32.59343:59.31363,32.57927:59.31888,32.50977:59.33398,32.47374:59.33661,32.46344:59.35761,32.43384:59.37335,32.33925:59.43885,32.15136:59.46076,32.14557:59.4722,32.19897:59.51565,32.20155:59.52217,32.17967:59.53588,32.1623:59.53751,32.04454:59.48968,31.78779:59.59341,31.49694:59.6022,31.38369:59.64938,31.22411:59.66531,31.14174:59.75359,30.89979:59.78437,30.894:59.81932,30.8644:59.86006,30.91652:59.86717,30.91717:59.91688,30.84188:59.92107,30.7859:59.95008,30.77303:59.97392,30.70997:59.97102,30.62631:60.10407,30.42426:60.13292,30.35219:60.22572,30.19261:60.22971,29.99056:60.28398,29.83484:60.31332,29.65402:60.33243,29.2615:60.31778,29.16112:60.33116,29.04658:60.32479,28.96035:60.38526,28.78018:60.37954,28.74157:60.34071,28.71197",https://www.gem.wiki/Baltic_Pipeline_System_1
Baltic Pipeline System 1,Yaroslavl-Kirishi 1 oil pipeline,oil_pipelines,Transneft [100.00%],Russia,operating,2001,,line,"57.54401,39.83705:57.59233,39.73474:57.59888,39.41557:57.62094,39.34415:57.62576,39.22446:57.62921,39.12151:57.64368,38.97479:57.64437,38.87956:57.6547,38.78883:57.67397,38.69424:57.68051,38.61316:57.73757,38.39502:57.86854,38.18718:57.90036,38.11832:57.92326,38.04175:57.93078,38.00507:57.97175,37.89697:57.9854,37.81782:58.00245,37.69685:58.05935,37.54692:58.09542,37.40535:58.12125,37.26121:58.17423,37.05015:58.22103,36.95749:58.22916,36.91116:58.29347,36.80434:58.32052,36.71039:58.37994,36.57269:58.38399,36.55853:58.4022,36.52893:58.4076,36.46201:58.46688,36.39638:58.47293,36.32946:58.48101,36.25224:58.49513,36.19175:58.54285,36.12097:58.54352,36.06563:58.56165,36.03217:58.55964,36.00386:58.59989,35.86358:58.60995,35.84813:58.61062,35.8121:58.62804,35.77735:58.62704,35.68019:58.68361,35.54506:58.68595,35.52511:58.75611,35.29281:58.75811,35.22396:58.76245,35.19887:58.76445,35.0721:58.77079,35.00711:58.78213,34.97494:58.78313,34.88871:58.8511,34.70789:58.85243,34.66864:58.86907,34.63968:58.8704,34.5245:58.87971,34.48847:58.89767,34.46273:58.90232,34.36363:58.92956,34.31923:58.94019,34.17574:58.94815,34.14485:58.96839,34.12683:58.96972,33.95502:58.99061,33.89003:58.99326,33.79287:59.03302,33.61398:59.09884,33.44346:59.11008,33.40356:59.13815,33.35144:59.1398,33.31991:59.15366,33.28581:59.15432,33.21889:59.16223,33.17899:59.16223,33.09534:59.18466,32.96536:59.18795,32.94476:59.21497,32.88943:59.22287,32.83795:59.29326,32.66035:59.29721,32.6256:59.30575,32.59343:59.31363,32.57927:59.31888,32.50977:59.33398,32.47374:59.33661,32.46344:59.35761,32.43384:59.37335,32.33925:59.43885,32.15136:59.46076,32.14557:59.4722,32.19897:59.51565,32.20155:59.52217,32.17967:59.53588,32.1623:59.53751,32.04454",https://www.gem.wiki/Baltic_Pipeline_System_1
Baltic Pipeline System 1,Yaroslavl-Kirishi 2 oil pipeline,oil_pipelines,Transneft [100.00%],Russia,retired,2001,,line,"57.54401,39.83705:57.59233,39.73474:57.59888,39.41557:57.62094,39.34415:57.62576,39.22446:57.62921,39.12151:57.64368,38.97479:57.64437,38.87956:57.6547,38.78883:57.67397,38.69424:57.68051,38.61316:57.73757,38.39502:57.86854,38.18718:57.90036,38.11832:57.92326,38.04175:57.93078,38.00507:57.97175,37.89697:57.9854,37.81782:58.00245,37.69685:58.05935,37.54692:58.09542,37.40535:58.12125,37.26121:58.17423,37.05015:58.22103,36.95749:58.22916,36.91116:58.29347,36.80434:58.32052,36.71039:58.37994,36.57269:58.38399,36.55853:58.4022,36.52893:58.4076,36.46201:58.46688,36.39638:58.47293,36.32946:58.48101,36.25224:58.49513,36.19175:58.54285,36.12097:58.54352,36.06563:58.56165,36.03217:58.55964,36.00386:58.59989,35.86358:58.60995,35.84813:58.61062,35.8121:58.62804,35.77735:58.62704,35.68019:58.68361,35.54506:58.68595,35.52511:58.75611,35.29281:58.75811,35.22396:58.76245,35.19887:58.76445,35.0721:58.77079,35.00711:58.78213,34.97494:58.78313,34.88871:58.8511,34.70789:58.85243,34.66864:58.86907,34.63968:58.8704,34.5245:58.87971,34.48847:58.89767,34.46273:58.90232,34.36363:58.92956,34.31923:58.94019,34.17574:58.94815,34.14485:58.96839,34.12683:58.96972,33.95502:58.99061,33.89003:58.99326,33.79287:59.03302,33.61398:59.09884,33.44346:59.11008,33.40356:59.13815,33.35144:59.1398,33.31991:59.15366,33.28581:59.15432,33.21889:59.16223,33.17899:59.16223,33.09534:59.18466,32.96536:59.18795,32.94476:59.21497,32.88943:59.22287,32.83795:59.29326,32.66035:59.29721,32.6256:59.30575,32.59343:59.31363,32.57927:59.31888,32.50977:59.33398,32.47374:59.33661,32.46344:59.35761,32.43384:59.37335,32.33925:59.43885,32.15136:59.46076,32.14557:59.4722,32.19897:59.51565,32.20155:59.52217,32.17967:59.53588,32.1623:59.53751,32.04454",https://www.gem.wiki/Baltic_Pipeline_System_1
Baltic Pipeline System 2,,oil_pipelines,Transneft [100.00%],Russia,operating,2012,,line,"52.76664,32.93646:52.775043,32.893066:52.75323,32.766037:52.765592,32.680721:52.796949,32.66819:52.804733,32.65892:52.853584,32.604675:52.895442,32.522964:52.949672,32.536182:52.988337,32.497215:53.046373,32.491722:53.101445,32.550087:53.146153,32.603645:53.16499,32.589397:53.210453,32.603989:53.225768,32.624416:53.241335,32.628794:53.254431,32.622099:53.289488,32.659092:53.298671,32.674971:53.311903,32.719431:53.336972,32.765179:53.360029,32.815132:53.396381,32.833071:53.43485,32.815905:53.503363,32.80715:53.52684,32.783632:53.541991,32.777195:53.570849,32.763634:53.592658,32.744923:53.610789,32.74827:53.617103,32.752562:53.62815,32.749043:53.632069,32.741661:53.645554,32.738314:53.653999,32.72501:53.695588,32.705269:53.706462,32.691193:53.713371,32.688789:53.72617,32.696342:53.739168,32.693253:53.747594,32.674198:53.771442,32.666645:53.773776,32.66304:53.785441,32.659264:53.812511,32.662525:53.820112,32.669048:53.839969,32.665787:53.852932,32.656174:53.859715,32.659779:53.869433,32.655144:53.879402,32.656689:53.912529,32.616863:53.937799,32.622185:53.94558,32.622185:53.953257,32.630596:53.967599,32.631454:53.969921,32.635059:54.012106,32.624073:54.047598,32.634544:54.056365,32.642784:54.082253,32.643814:54.088899,32.639523:54.099872,32.638664:54.151779,32.692566:54.228213,32.62373:54.283066,32.614975:54.32233,32.618065:54.367559,32.588882:54.390754,32.553177:54.410139,32.537727:54.441497,32.487946:54.468841,32.439365:54.514804,32.426147:54.53307,32.39441:54.561015,32.385635:54.565195,32.395763:54.596036,32.383404:54.615722,32.390099:54.624369,32.38615:54.655662,32.392673:54.691595,32.3913:54.7153,32.377052:54.761878,32.34581:54.78089,32.35199:54.803752,32.327957:54.828085,32.32933:54.862481,32.299118:55.002038,32.2756:55.130808,32.375164:55.144496,32.37422:55.147636,32.36804:55.185582,32.372246:55.2089,32.383747:55.215119,32.375507:55.283271,32.391129:55.357648,32.327442:55.44776,32.330017:55.522703,32.412758:55.563398,32.412071:55.596583,32.482452:55.608221,32.523651:55.657834,32.680206:55.672745,32.687759:55.680294,32.708359:55.698873,32.721062:55.718602,32.754364:55.806105,32.842255:55.859322,32.864227:55.87454,32.89135:55.921123,32.89444:55.979561,32.795219:56.016424,32.787323:56.028704,32.762947:56.037144,32.750931:56.055936,32.754707:56.074335,32.741318:56.102683,32.740974:56.139811,32.686386:56.163715,32.674713:56.170979,32.682266:56.226367,32.67643:56.250789,32.605019:56.298634,32.479019:56.306063,32.484512:56.360306,32.383575:56.3797,32.406578:56.400794,32.391129:56.436306,32.393188:56.473301,32.377739:56.498702,32.335854:56.505334,32.270622:56.51689,32.257233:56.53761,32.17235:56.553806,32.177238:56.568941,32.172775:56.576884,32.164192:56.609208,32.161446:56.632253,32.141876:56.641315,32.12368:56.664529,32.102394:56.692819,32.03476:56.730505,31.976051:56.742369,31.962318:56.746511,31.963692:56.748205,31.953392:56.763074,31.925583:56.770224,31.893997:56.790162,31.849709:56.813283,31.823959:56.851788,31.745682:56.874497,31.748772:56.919685,31.742935:56.943101,31.692123:56.953026,31.633072:56.950779,31.614189:56.955272,31.60183:56.973802,31.530762:56.995688,31.49128:57.000737,31.480293:57.010646,31.475143:57.025037,31.458321:57.044465,31.409569:57.051375,31.401672:57.055109,31.391373:57.095603,31.332664:57.122264,31.311722:57.144436,31.269836:57.166222,31.257133:57.19711,31.208382:57.200458,31.190872:57.207896,31.183319:57.21998,31.14006:57.328375,31.060066:57.338567,31.039467:57.369496,31.016464:57.443656,31.051483:57.470989,31.04908:57.48963,31.037407:57.501622,31.010971:57.512504,31.003761:57.554339,31.026421:57.60183,31.021271:57.637132,31.039124:57.647422,31.018524:57.661749,31.011658:57.665606,31.002045:57.67552,31.004791:57.698277,30.95295:57.745763,30.929604:57.76463,30.899734:57.787514,30.842743:57.801969,30.788498:57.807456,30.784378:57.848405,30.716057:57.900803,30.71434:57.928158,30.654259:58.016828,30.598984:58.081325,30.552292:58.102375,30.569458:58.146794,30.563278:58.24974,30.609627:58.255521,30.62233:58.308767,30.655632:58.326979,30.678635:58.39732,30.65454:58.469823,30.594177:58.503919,30.547829:58.589372,30.553322:58.612983,30.573235:58.621028,30.572891:58.638901,30.585251:58.662478,30.595551:58.674974,30.583534:58.690143,30.579414:58.71529,30.585251:58.776032,30.532722:58.787242,30.5159:58.784751,30.472641:58.795781,30.39093:58.786353,30.284157:58.792402,30.268707:58.790445,30.202789:58.812142,30.160904:58.804674,30.05722:58.827606,30.038681:58.83649,29.997826:58.858691,29.943581:58.878393,29.948387:58.906064,29.96933:58.90766,29.953537:58.917764,29.947014:58.915992,29.915771:58.930878,29.86599:58.947352,29.835434:58.963818,29.812431:58.970013,29.724884:58.961163,29.697075:58.972136,29.639053:58.969836,29.611931:58.95231,29.53022:58.950717,29.488678:58.953018,29.468765:58.963995,29.43306:58.986468,29.387054:58.998494,29.318733:59.048678,29.197884:59.056976,29.167671:59.069507,29.152222:59.101786,29.141922:59.132801,29.082184:59.164316,29.065018:59.178567,29.022446:59.198966,29.008369:59.227434,28.962364:59.283773,28.931122:59.309892,28.902626:59.34492,28.86795:59.405433,28.712769:59.445773,28.716888:59.495303,28.716888:59.512029,28.696976:59.586847,28.707275:59.600401,28.68187:59.606654,28.681183:59.619853,28.638611:59.630963,28.629684:59.650051,28.56926:59.656642,28.54248:59.670688,28.513985:59.68556,28.43964",https://www.gem.wiki/Baltic_Pipeline_System_2
Bang Pa-in–Kamphaeng Phet–Phichit Oil Pipeline,,oil_pipelines,Bangkok Aviation Fuel Services (BAF) [100.00%],Thailand,operating,2019,9000000000,line,"16.530644,99.516075:16.423033,99.553481:16.360232,99.665701:16.225591,99.726486:16.122304,99.726486:15.933554,99.913519:15.861603,99.932222:15.726624,100.081848:15.681612,100.086523:15.632086,100.12393:15.519484,100.137957:15.49245,100.161336:15.370755,100.170688:15.154232,100.26888:15.054918,100.343693:14.892305,100.451237:14.716001,100.465264:14.684342,100.483967:14.607436,100.483967:14.471654,100.540077:14.28142,100.535401:14.168792,100.546985;16.530644,99.516075:16.536247,99.744021:16.566501,99.772075:16.54185,99.83403:16.546332,100.111071:16.602351,100.156661",https://www.gem.wiki/Bang_Pa-in%E2%80%93Kamphaeng_Phet%E2%80%93Phichit_Oil_Pipeline
Bangkok–Bang Pa-in Oil Pipeline,Segment I,oil_pipelines,Bangkok Aviation Fuel Services (BAF) [100.00%],Thailand,operating,,,line,"14.168792,100.546985:13.913584,100.609196:13.719067,100.556947:13.719067,100.556947;13.719067,100.556947:13.6871657,100.597093;13.719067,100.556947:13.710679,100.5580639;13.719067,100.556947:13.697639,100.547997;13.719067,100.556947:13.702556,100.586417",https://www.gem.wiki/Bangkok%E2%80%93Bang_Pa-in_Oil_Pipeline
Bangkok–Bang Pa-in Oil Pipeline,Segment II,oil_pipelines,Bangkok Aviation Fuel Services (BAF) [100.00%],Thailand,operating,,,line,"13.905753,100.608265:13.959005,100.625147:13.982555,100.715887:13.949277,100.731186:13.875025,100.744375:13.697749,100.738044",https://www.gem.wiki/Bangkok%E2%80%93Bang_Pa-in_Oil_Pipeline
Barrow Island Oil Pipeline,,oil_pipelines,Chevron [100.00%],Australia,operating,1964,50000,line,"-20.8145,115.5535:-20.8127,115.5491:-20.8105,115.5426:-20.8101,115.5411:-20.8075,115.5331:-20.8047,115.5251:-20.8025,115.519:-20.8018,115.5171:-20.7985,115.5091:-20.7958,115.5011:-20.7945,115.4962:-20.7937,115.4931:-20.7893,115.4822:-20.7873,115.4769:-20.7865,115.4748:-20.7847,115.4691:-20.7843,115.4692:-20.7865,115.4763:-20.787,115.4773:-20.7903,115.4862:-20.7932,115.4931:-20.7945,115.4981:-20.7953,115.5011:-20.798,115.5091:-20.8013,115.5171:-20.8025,115.5203:-20.8042,115.5251:-20.8071,115.5331:-20.8097,115.5411:-20.8105,115.5441:-20.8122,115.5491:-20.8145,115.5535",https://www.gem.wiki/Barrow_Island_Oil_Pipeline
Basin Oil Pipeline,,oil_pipelines,Plains GP Holdings LP [100.00%],United States,operating,,450000,line,"33.923516,-98.428999:33.823494,-98.488079:33.766387,-98.545186:33.687864,-98.766476:33.645034,-98.816445:33.61648,-98.937797:33.559373,-99.01632:33.452298,-99.266163:33.338084,-99.423207:33.2667,-99.601667:33.038271,-99.922894:33.00258,-99.98714:32.995441,-100.065662:32.938334,-100.144184:32.895504,-100.258398:32.674214,-100.665286:32.521123,-100.862382;33.923516,-98.428999:34.037645,-98.287253:34.173274,-98.151624:34.50283,-97.886611:34.535547,-97.830099:34.642623,-97.788458:34.70211,-97.723023:34.901389,-97.571332:35.038208,-97.401796:35.610766,-97.012159:35.866558,-96.800982",https://www.gem.wiki/Basin_Oil_Pipeline
Basin Oil Pipeline,Expansion 2,oil_pipelines,Plains GP Holdings LP [100.00%],United States,operating,2015,360000,line,"31.754670710399992,-103.1534469156514:32.000750234780874,-102.08104048031655",https://www.gem.wiki/Basin_Oil_Pipeline
Basra-Aqaba Oil Pipeline,Pipeline 1,oil_pipelines,Iraq Ministry of Oil [100.00%],"Iraq, Jordan",proposed,,2250000,line,"29.529646,35.005821:29.506322,35.108447:29.502833,35.166045:29.500917,35.208193:29.504749,35.229268:29.512412,35.24651:29.53157,35.275248:29.567971,35.311648:29.629278,35.367208:29.742312,35.478326:29.799787,35.533885:29.836188,35.562623:29.880252,35.587528:29.918569,35.599023:29.964549,35.606687:29.997118,35.616266:30.046929,35.633508:30.079499,35.646919:30.117815,35.664162:30.177206,35.696731:30.240429,35.727384:30.305567,35.769533:30.366874,35.807849:30.453086,35.853829:30.535467,35.892146:30.648501,35.947705:30.763451,35.987938:30.820926,36.007096:30.878401,36.018591:30.972277,36.037749:31.087227,36.05116:31.250073,36.056908:31.322875,36.056908:31.391845,36.05116:31.466562,36.043497:31.533616,36.026254:31.568101,36.016675:31.600671,36.012844:31.644735,36.016675:31.691826,36.029468:31.755232,36.054126:31.832729,36.092874:31.917271,36.159803:31.987722,36.223209:32.027812,36.257814:32.065312,36.30201:32.086741,36.331475:32.097456,36.36094:32.100134,36.390404:32.097456,36.41853:32.085402,36.443976:32.067991,36.477459:32.05058,36.512281:32.029151,36.55246:32.005044,36.597996:31.975579,36.658265:31.950132,36.703801:31.934061,36.735944:31.917989,36.765409:31.909953,36.788177:31.905936,36.818981:31.911293,36.863178:31.920668,36.895321:31.931382,36.924786:31.967883,37.001026:32.022936,37.117608:32.081226,37.253619:32.139517,37.392869:32.204284,37.551549:32.27229,37.723182:32.350011,37.904531:32.398586,38.027589:32.453639,38.163601:32.492499,38.26399:32.521644,38.348188:32.544313,38.419432:32.560505,38.464769:32.579935,38.532775:32.602604,38.613734:32.625272,38.691455:32.660894,38.804798:32.696516,38.921379:32.719185,39.021768:32.745092,39.118919:32.764522,39.19664:32.801173,39.307158:32.828464,39.38513:32.863551,39.484544:32.886943,39.58006:32.908385,39.66583:32.937625,39.755498:32.947371,39.804231:32.976611,39.891949:33.000003,39.969922:33.021445,40.018654:33.097468,40.176548:33.155947,40.297405:33.196882,40.371479:33.25926,40.505981:33.307993,40.605396:33.362574,40.720405:33.423002,40.858805:33.467836,40.979662:33.516569,41.116114:33.573099,41.272058:33.627679,41.428003:33.668615,41.554708:33.692006,41.63268:33.732942,41.771081:33.760232,41.874394:33.781674,41.964062:33.812863,42.094666:33.842103,42.231117:33.857697,42.326633:33.871342,42.414352:33.883038,42.492324:33.890836,42.554702:33.892785,42.574195:33.886937,42.585891:33.873292,42.595637:33.748536,42.661914:33.68226,42.697001:33.631578,42.734038:33.592592,42.753531:33.543859,42.774973:33.520467,42.786669:33.489278,42.798365:33.448343,42.810061:33.40156,42.829554:33.360624,42.850996:33.313841,42.884135:33.282652,42.919222:33.251463,42.95236:33.216376,43.006941:33.196882,43.047876:33.17544,43.118051:33.161795,43.14924:33.12086,43.23306:33.097468,43.273996:33.066279,43.353917:33.029242,43.422143:32.995516,43.516906:32.987003,43.571391:32.983598,43.600336:32.979666,43.611126:32.973382,43.620768:32.946139,43.639497:32.912086,43.661632:32.86091,43.69872:32.812902,43.736621:32.761525,43.778733:32.734573,43.802316:32.720255,43.813265:32.709306,43.826741:32.701725,43.841901:32.694987,43.852008:32.687407,43.858746:32.670562,43.870538:32.66214,43.878118:32.652033,43.884014:32.62087,43.895805:32.607394,43.900858:32.596445,43.904227:32.533276,43.918546:32.518958,43.921915:32.507167,43.92781:32.479538,43.954304:32.442501,43.991341:32.423008,44.003036:32.401566,44.014732:32.364529,44.02058:32.313847,44.02058:32.257317,44.028377:32.22028,44.038124:32.167649,44.045921:32.101372,44.051769:32.062386,44.055668:32.037045,44.061516:32.009755,44.075161:31.931783,44.118046:31.886949,44.141437:31.846013,44.166778:31.777788,44.201866:31.744649,44.225257:31.707612,44.248649:31.664728,44.272041:31.614046,44.30128:31.584806,44.316875:31.551668,44.324672:31.51658,44.342216:31.481493,44.361709:31.440558,44.394847:31.395723,44.44358:31.368433,44.478667:31.327498,44.55469:31.304106,44.607321:31.270968,44.675547:31.230032,44.759367:31.175452,44.870478:31.136466,44.952349:31.093581,45.043966:31.033153,45.158975:30.996116,45.242795:30.939586,45.373399:30.912296,45.451371:30.886955,45.533242:30.849918,45.657997:30.808982,45.815891:30.773895,45.923103:30.738807,46.032264:30.705669,46.151172:30.668632,46.277877:30.623798,46.43772:30.577015,46.580019:30.543877,46.698927:30.47955,46.889959:30.42302,47.08489:30.395729,47.192102:30.376236,47.385083:30.382084,47.527382:30.403527,47.603405:30.45031,47.671631:30.497093,47.718414",https://www.gem.wiki/Basra-Aqaba_Oil_Pipeline
